antecedent,consequent,support,confidence,lift,pmi,antecedent_size,consequent_size,antecedent_set,consequent_set,rule_type,cuisine_involved,support_scope
"butter-margarine blend, lemonade, sugar",cuisine:cajun_creole,0.0016059957173447537,1.0,20.0,4.321928094887362,3,1,"frozenset({'butter-margarine blend', 'lemonade', 'sugar'})",frozenset({'cuisine:cajun_creole'}),ingredient_to_cuisine,cajun_creole,local:cajun_creole
"butter-margarine blend, mahlab, sugar",cuisine:cajun_creole,0.0016059957173447537,1.0,20.0,4.321928094887362,3,1,"frozenset({'mahlab', 'butter-margarine blend', 'sugar'})",frozenset({'cuisine:cajun_creole'}),ingredient_to_cuisine,cajun_creole,local:cajun_creole
"cereal, pasta, soda",cuisine:korean,0.0016059957173447537,1.0,20.0,4.321928094887362,3,1,"frozenset({'cereal', 'pasta', 'soda'})",frozenset({'cuisine:korean'}),ingredient_to_cuisine,korean,local:korean
"chard, fava beans",cuisine:mexican,0.0016059957173447537,1.0,20.0,4.321928094887362,2,1,"frozenset({'chard', 'fava beans'})",frozenset({'cuisine:mexican'}),ingredient_to_cuisine,mexican,local:mexican
"chicken bouillon, pasta, vanilla",cuisine:korean,0.0016059957173447537,1.0,20.0,4.321928094887362,3,1,"frozenset({'vanilla', 'pasta', 'chicken bouillon'})",frozenset({'cuisine:korean'}),ingredient_to_cuisine,korean,local:korean
"chicken bouillon, vanilla",cuisine:korean,0.0016059957173447537,1.0,20.0,4.321928094887362,2,1,"frozenset({'vanilla', 'chicken bouillon'})",frozenset({'cuisine:korean'}),ingredient_to_cuisine,korean,local:korean
"cilantro, tenderloin",cuisine:chinese,0.0016059957173447537,1.0,20.0,4.321928094887362,2,1,"frozenset({'tenderloin', 'cilantro'})",frozenset({'cuisine:chinese'}),ingredient_to_cuisine,chinese,local:chinese
"coconut, monkfish",cuisine:vietnamese,0.0016059957173447537,1.0,20.0,4.321928094887362,2,1,"frozenset({'coconut', 'monkfish'})",frozenset({'cuisine:vietnamese'}),ingredient_to_cuisine,vietnamese,local:vietnamese
"corn flour, sugar, truffle",cuisine:indian,0.0016059957173447537,1.0,20.0,4.321928094887362,3,1,"frozenset({'truffle', 'corn flour', 'sugar'})",frozenset({'cuisine:indian'}),ingredient_to_cuisine,indian,local:indian
"corn, meringue, truffle",cuisine:japanese,0.0016059957173447537,1.0,20.0,4.321928094887362,3,1,"frozenset({'truffle', 'corn', 'meringue'})",frozenset({'cuisine:japanese'}),ingredient_to_cuisine,japanese,local:japanese
"corn, tortilla chips",cuisine:jamaican,0.0016059957173447537,1.0,20.0,4.321928094887362,2,1,"frozenset({'tortilla chips', 'corn'})",frozenset({'cuisine:jamaican'}),ingredient_to_cuisine,jamaican,local:jamaican
"cornmeal, milk, sea bream",cuisine:moroccan,0.0016059957173447537,1.0,20.0,4.321928094887362,3,1,"frozenset({'sea bream', 'cornmeal', 'milk'})",frozenset({'cuisine:moroccan'}),ingredient_to_cuisine,moroccan,local:moroccan
"crouton, peppercorn",cuisine:russian,0.0016059957173447537,1.0,20.0,4.321928094887362,2,1,"frozenset({'peppercorn', 'crouton'})",frozenset({'cuisine:russian'}),ingredient_to_cuisine,russian,local:russian
"fish, pasta, pepper",cuisine:chinese,0.0016059957173447537,1.0,20.0,4.321928094887362,3,1,"frozenset({'fish', 'pasta', 'pepper'})",frozenset({'cuisine:chinese'}),ingredient_to_cuisine,chinese,local:chinese
"fish, pepper, soy milk",cuisine:chinese,0.0016059957173447537,1.0,20.0,4.321928094887362,3,1,"frozenset({'fish', 'pepper', 'soy milk'})",frozenset({'cuisine:chinese'}),ingredient_to_cuisine,chinese,local:chinese
komatsuna,cuisine:vietnamese,0.0016059957173447537,1.0,20.0,4.321928094887362,1,1,frozenset({'komatsuna'}),frozenset({'cuisine:vietnamese'}),ingredient_to_cuisine,vietnamese,local:vietnamese
"lemonade, shrimp",cuisine:cajun_creole,0.0016059957173447537,1.0,20.0,4.321928094887362,2,1,"frozenset({'shrimp', 'lemonade'})",frozenset({'cuisine:cajun_creole'}),ingredient_to_cuisine,cajun_creole,local:cajun_creole
"lemonade, stock",cuisine:cajun_creole,0.0016059957173447537,1.0,20.0,4.321928094887362,2,1,"frozenset({'stock', 'lemonade'})",frozenset({'cuisine:cajun_creole'}),ingredient_to_cuisine,cajun_creole,local:cajun_creole
tubettini,cuisine:indian,0.0016059957173447537,1.0,20.0,4.321928094887362,1,1,frozenset({'tubettini'}),frozenset({'cuisine:indian'}),ingredient_to_cuisine,indian,local:indian
"apple juice concentrate, mahlab, sugar",cuisine:cajun_creole,0.0014989293361884369,1.0,20.0,4.321928094887363,3,1,"frozenset({'mahlab', 'sugar', 'apple juice concentrate'})",frozenset({'cuisine:cajun_creole'}),ingredient_to_cuisine,cajun_creole,local:cajun_creole
"baking mix, cilantro, sugar",cuisine:jamaican,0.0014989293361884369,1.0,20.0,4.321928094887363,3,1,"frozenset({'baking mix', 'cilantro', 'sugar'})",frozenset({'cuisine:jamaican'}),ingredient_to_cuisine,jamaican,local:jamaican
"baton, salmon",cuisine:greek,0.0014989293361884369,1.0,20.0,4.321928094887363,2,1,"frozenset({'salmon', 'baton'})",frozenset({'cuisine:greek'}),ingredient_to_cuisine,greek,local:greek
"bitter gourd, butter-margarine blend, tikka paste",cuisine:cajun_creole,0.0014989293361884369,1.0,20.0,4.321928094887363,3,1,"frozenset({'bitter gourd', 'butter-margarine blend', 'tikka paste'})",frozenset({'cuisine:cajun_creole'}),ingredient_to_cuisine,cajun_creole,local:cajun_creole
"bread, egg, pasta",cuisine:japanese,0.0014989293361884369,1.0,20.0,4.321928094887363,3,1,"frozenset({'egg', 'pasta', 'bread'})",frozenset({'cuisine:japanese'}),ingredient_to_cuisine,japanese,local:japanese
"butter, corn, corn flour",cuisine:indian,0.0014989293361884369,1.0,20.0,4.321928094887363,3,1,"frozenset({'corn flour', 'corn', 'butter'})",frozenset({'cuisine:indian'}),ingredient_to_cuisine,indian,local:indian
"butter, lentil, tagliatelle",cuisine:indian,0.0014989293361884369,1.0,20.0,4.321928094887363,3,1,"frozenset({'lentil', 'tagliatelle', 'butter'})",frozenset({'cuisine:indian'}),ingredient_to_cuisine,indian,local:indian
"butter-margarine blend, lemonade, tikka paste",cuisine:cajun_creole,0.0014989293361884369,1.0,20.0,4.321928094887363,3,1,"frozenset({'butter-margarine blend', 'tikka paste', 'lemonade'})",frozenset({'cuisine:cajun_creole'}),ingredient_to_cuisine,cajun_creole,local:cajun_creole
"cavatappi, dal",cuisine:chinese,0.0014989293361884369,1.0,20.0,4.321928094887363,2,1,"frozenset({'dal', 'cavatappi'})",frozenset({'cuisine:chinese'}),ingredient_to_cuisine,chinese,local:chinese
"char, fish, soy milk",cuisine:chinese,0.0014989293361884369,1.0,20.0,4.321928094887363,3,1,"frozenset({'fish', 'char', 'soy milk'})",frozenset({'cuisine:chinese'}),ingredient_to_cuisine,chinese,local:chinese
"chard, sugar, whole wheat pita",cuisine:mexican,0.0014989293361884369,1.0,20.0,4.321928094887363,3,1,"frozenset({'chard', 'sugar', 'whole wheat pita'})",frozenset({'cuisine:mexican'}),ingredient_to_cuisine,mexican,local:mexican
"cherry juice, corn",cuisine:korean,0.0014989293361884369,1.0,20.0,4.321928094887363,2,1,"frozenset({'cherry juice', 'corn'})",frozenset({'cuisine:korean'}),ingredient_to_cuisine,korean,local:korean
"coconut, garlic salt, salmon",cuisine:greek,0.0014989293361884369,1.0,20.0,4.321928094887363,3,1,"frozenset({'coconut', 'salmon', 'garlic salt'})",frozenset({'cuisine:greek'}),ingredient_to_cuisine,greek,local:greek
"corn, lemonade, sausage",cuisine:cajun_creole,0.0014989293361884369,1.0,20.0,4.321928094887363,3,1,"frozenset({'corn', 'lemonade', 'sausage'})",frozenset({'cuisine:cajun_creole'}),ingredient_to_cuisine,cajun_creole,local:cajun_creole
"corn, tvp",cuisine:moroccan,0.0014989293361884369,1.0,20.0,4.321928094887363,2,1,"frozenset({'corn', 'tvp'})",frozenset({'cuisine:moroccan'}),ingredient_to_cuisine,moroccan,local:moroccan
"fava beans, tortilla",cuisine:mexican,0.0014989293361884369,1.0,20.0,4.321928094887363,2,1,"frozenset({'fava beans', 'tortilla'})",frozenset({'cuisine:mexican'}),ingredient_to_cuisine,mexican,local:mexican
"filé, rice",cuisine:moroccan,0.0014989293361884369,1.0,20.0,4.321928094887363,2,1,"frozenset({'filé', 'rice'})",frozenset({'cuisine:moroccan'}),ingredient_to_cuisine,moroccan,local:moroccan
"lemon juice, parmesan romano, wheat gluten",cuisine:irish,0.0014989293361884369,1.0,20.0,4.321928094887363,3,1,"frozenset({'parmesan romano', 'lemon juice', 'wheat gluten'})",frozenset({'cuisine:irish'}),ingredient_to_cuisine,irish,local:irish
"lemonade, simple syrup",cuisine:cajun_creole,0.0014989293361884369,1.0,20.0,4.321928094887363,2,1,"frozenset({'simple syrup', 'lemonade'})",frozenset({'cuisine:cajun_creole'}),ingredient_to_cuisine,cajun_creole,local:cajun_creole
"limoncello, tagliatelle",cuisine:cajun_creole,0.0014989293361884369,1.0,20.0,4.321928094887363,2,1,"frozenset({'limoncello', 'tagliatelle'})",frozenset({'cuisine:cajun_creole'}),ingredient_to_cuisine,cajun_creole,local:cajun_creole
"meal, salsa",cuisine:brazilian,0.0014989293361884369,1.0,20.0,4.321928094887363,2,1,"frozenset({'salsa', 'meal'})",frozenset({'cuisine:brazilian'}),ingredient_to_cuisine,brazilian,local:brazilian
"olive oil, tikka paste",cuisine:cajun_creole,0.0014989293361884369,1.0,20.0,4.321928094887363,2,1,"frozenset({'olive oil', 'tikka paste'})",frozenset({'cuisine:cajun_creole'}),ingredient_to_cuisine,cajun_creole,local:cajun_creole
"orange, sea bream, yeast",cuisine:moroccan,0.0014989293361884369,1.0,20.0,4.321928094887363,3,1,"frozenset({'sea bream', 'orange', 'yeast'})",frozenset({'cuisine:moroccan'}),ingredient_to_cuisine,moroccan,local:moroccan
"taco seasoning, vermicelli, yogurt",cuisine:russian,0.0014989293361884369,1.0,20.0,4.321928094887363,3,1,"frozenset({'taco seasoning', 'vermicelli', 'yogurt'})",frozenset({'cuisine:russian'}),ingredient_to_cuisine,russian,local:russian
"tenderloin, truffle",cuisine:chinese,0.0014989293361884369,1.0,20.0,4.321928094887363,2,1,"frozenset({'truffle', 'tenderloin'})",frozenset({'cuisine:chinese'}),ingredient_to_cuisine,chinese,local:chinese
"almond milk, milk, potato",cuisine:moroccan,0.00139186295503212,1.0,20.0,4.321928094887363,3,1,"frozenset({'potato', 'almond milk', 'milk'})",frozenset({'cuisine:moroccan'}),ingredient_to_cuisine,moroccan,local:moroccan
"almond milk, vermicelli, yeast",cuisine:moroccan,0.00139186295503212,1.0,20.0,4.321928094887363,3,1,"frozenset({'yeast', 'vermicelli', 'almond milk'})",frozenset({'cuisine:moroccan'}),ingredient_to_cuisine,moroccan,local:moroccan
"artichoke, lentil",cuisine:indian,0.00139186295503212,1.0,20.0,4.321928094887363,2,1,"frozenset({'lentil', 'artichoke'})",frozenset({'cuisine:indian'}),ingredient_to_cuisine,indian,local:indian
"bacon grease, brown rice, seasoning",cuisine:jamaican,0.00139186295503212,1.0,20.0,4.321928094887363,3,1,"frozenset({'seasoning', 'brown rice', 'bacon grease'})",frozenset({'cuisine:jamaican'}),ingredient_to_cuisine,jamaican,local:jamaican
"bacon grease, milk, seasoning",cuisine:jamaican,0.00139186295503212,1.0,20.0,4.321928094887363,3,1,"frozenset({'seasoning', 'milk', 'bacon grease'})",frozenset({'cuisine:jamaican'}),ingredient_to_cuisine,jamaican,local:jamaican
"bean sauce, char, pasta",cuisine:chinese,0.00139186295503212,1.0,20.0,4.321928094887363,3,1,"frozenset({'bean sauce', 'pasta', 'char'})",frozenset({'cuisine:chinese'}),ingredient_to_cuisine,chinese,local:chinese
"biscuit mix, kampyo, rice",cuisine:vietnamese,0.00139186295503212,1.0,20.0,4.321928094887363,3,1,"frozenset({'biscuit mix', 'rice', 'kampyo'})",frozenset({'cuisine:vietnamese'}),ingredient_to_cuisine,vietnamese,local:vietnamese
"bitter gourd, cereal, cracker",cuisine:cajun_creole,0.00139186295503212,1.0,20.0,4.321928094887363,3,1,"frozenset({'bitter gourd', 'cereal', 'cracker'})",frozenset({'cuisine:cajun_creole'}),ingredient_to_cuisine,cajun_creole,local:cajun_creole
"bread, meringue",cuisine:japanese,0.00139186295503212,1.0,20.0,4.321928094887363,2,1,"frozenset({'meringue', 'bread'})",frozenset({'cuisine:japanese'}),ingredient_to_cuisine,japanese,local:japanese
"brown rice, cereal, cucumber",cuisine:jamaican,0.00139186295503212,1.0,20.0,4.321928094887363,3,1,"frozenset({'cucumber', 'brown rice', 'cereal'})",frozenset({'cuisine:jamaican'}),ingredient_to_cuisine,jamaican,local:jamaican
"brown rice, cereal, milk",cuisine:jamaican,0.00139186295503212,1.0,20.0,4.321928094887363,3,1,"frozenset({'cereal', 'brown rice', 'milk'})",frozenset({'cuisine:jamaican'}),ingredient_to_cuisine,jamaican,local:jamaican
"buckwheat, butter",cuisine:indian,0.00139186295503212,1.0,20.0,4.321928094887363,2,1,"frozenset({'buckwheat', 'butter'})",frozenset({'cuisine:indian'}),ingredient_to_cuisine,indian,local:indian
"buckwheat, corn, lentil",cuisine:indian,0.00139186295503212,1.0,20.0,4.321928094887363,3,1,"frozenset({'lentil', 'buckwheat', 'corn'})",frozenset({'cuisine:indian'}),ingredient_to_cuisine,indian,local:indian
"butter, cucumber, lentil",cuisine:indian,0.00139186295503212,1.0,20.0,4.321928094887363,3,1,"frozenset({'cucumber', 'lentil', 'butter'})",frozenset({'cuisine:indian'}),ingredient_to_cuisine,indian,local:indian
"butter, daikon, lentil",cuisine:indian,0.00139186295503212,1.0,20.0,4.321928094887363,3,1,"frozenset({'lentil', 'daikon', 'butter'})",frozenset({'cuisine:indian'}),ingredient_to_cuisine,indian,local:indian
"cereal, lemonade, sugar",cuisine:cajun_creole,0.00139186295503212,1.0,20.0,4.321928094887363,3,1,"frozenset({'cereal', 'sugar', 'lemonade'})",frozenset({'cuisine:cajun_creole'}),ingredient_to_cuisine,cajun_creole,local:cajun_creole
"char, tenderloin",cuisine:chinese,0.00139186295503212,1.0,20.0,4.321928094887363,2,1,"frozenset({'tenderloin', 'char'})",frozenset({'cuisine:chinese'}),ingredient_to_cuisine,chinese,local:chinese
"chard, farro",cuisine:mexican,0.00139186295503212,1.0,20.0,4.321928094887363,2,1,"frozenset({'chard', 'farro'})",frozenset({'cuisine:mexican'}),ingredient_to_cuisine,mexican,local:mexican
"chicken bouillon, water",cuisine:korean,0.00139186295503212,1.0,20.0,4.321928094887363,2,1,"frozenset({'water', 'chicken bouillon'})",frozenset({'cuisine:korean'}),ingredient_to_cuisine,korean,local:korean
"cilantro, tortilla chips",cuisine:jamaican,0.00139186295503212,1.0,20.0,4.321928094887363,2,1,"frozenset({'tortilla chips', 'cilantro'})",frozenset({'cuisine:jamaican'}),ingredient_to_cuisine,jamaican,local:jamaican
"collard, vermicelli, yogurt",cuisine:russian,0.00139186295503212,1.0,20.0,4.321928094887363,3,1,"frozenset({'yogurt', 'collard', 'vermicelli'})",frozenset({'cuisine:russian'}),ingredient_to_cuisine,russian,local:russian
"corn, fish, pomegranate molasses",cuisine:chinese,0.00139186295503212,1.0,20.0,4.321928094887363,3,1,"frozenset({'fish', 'corn', 'pomegranate molasses'})",frozenset({'cuisine:chinese'}),ingredient_to_cuisine,chinese,local:chinese
"cornflake, currant jelly, sauce mix",cuisine:thai,0.00139186295503212,1.0,20.0,4.321928094887363,3,1,"frozenset({'sauce mix', 'currant jelly', 'cornflake'})",frozenset({'cuisine:thai'}),ingredient_to_cuisine,thai,local:thai
"cornflake, miso, sauce mix",cuisine:thai,0.00139186295503212,1.0,20.0,4.321928094887363,3,1,"frozenset({'cornflake', 'miso', 'sauce mix'})",frozenset({'cuisine:thai'}),ingredient_to_cuisine,thai,local:thai
"cornmeal, filé",cuisine:moroccan,0.00139186295503212,1.0,20.0,4.321928094887363,2,1,"frozenset({'filé', 'cornmeal'})",frozenset({'cuisine:moroccan'}),ingredient_to_cuisine,moroccan,local:moroccan
"cornmeal, pummelo, yeast",cuisine:moroccan,0.00139186295503212,1.0,20.0,4.321928094887363,3,1,"frozenset({'yeast', 'pummelo', 'cornmeal'})",frozenset({'cuisine:moroccan'}),ingredient_to_cuisine,moroccan,local:moroccan
"cracker, cucumber, lemonade",cuisine:cajun_creole,0.00139186295503212,1.0,20.0,4.321928094887363,3,1,"frozenset({'cucumber', 'cracker', 'lemonade'})",frozenset({'cuisine:cajun_creole'}),ingredient_to_cuisine,cajun_creole,local:cajun_creole
"cracker, limoncello, sugar",cuisine:cajun_creole,0.00139186295503212,1.0,20.0,4.321928094887363,3,1,"frozenset({'limoncello', 'cracker', 'sugar'})",frozenset({'cuisine:cajun_creole'}),ingredient_to_cuisine,cajun_creole,local:cajun_creole
"cranberry, lentil, semolina",cuisine:indian,0.00139186295503212,1.0,20.0,4.321928094887363,3,1,"frozenset({'lentil', 'cranberry', 'semolina'})",frozenset({'cuisine:indian'}),ingredient_to_cuisine,indian,local:indian
"cucumber, tortilla chips",cuisine:jamaican,0.00139186295503212,1.0,20.0,4.321928094887363,2,1,"frozenset({'cucumber', 'tortilla chips'})",frozenset({'cuisine:jamaican'}),ingredient_to_cuisine,jamaican,local:jamaican
"dal, soy milk",cuisine:chinese,0.00139186295503212,1.0,20.0,4.321928094887363,2,1,"frozenset({'dal', 'soy milk'})",frozenset({'cuisine:chinese'}),ingredient_to_cuisine,chinese,local:chinese
"filé, sugar, yeast",cuisine:moroccan,0.00139186295503212,1.0,20.0,4.321928094887363,3,1,"frozenset({'filé', 'yeast', 'sugar'})",frozenset({'cuisine:moroccan'}),ingredient_to_cuisine,moroccan,local:moroccan
"grape, tortilla chips",cuisine:jamaican,0.00139186295503212,1.0,20.0,4.321928094887363,2,1,"frozenset({'tortilla chips', 'grape'})",frozenset({'cuisine:jamaican'}),ingredient_to_cuisine,jamaican,local:jamaican
"juice, liquid aminos",cuisine:italian,0.00139186295503212,1.0,20.0,4.321928094887363,2,1,"frozenset({'liquid aminos', 'juice'})",frozenset({'cuisine:italian'}),ingredient_to_cuisine,italian,local:italian
"juice, soy sauce, sugar",cuisine:italian,0.00139186295503212,1.0,20.0,4.321928094887363,3,1,"frozenset({'sugar', 'soy sauce', 'juice'})",frozenset({'cuisine:italian'}),ingredient_to_cuisine,italian,local:italian
"lemonade, limoncello",cuisine:cajun_creole,0.00139186295503212,1.0,20.0,4.321928094887363,2,1,"frozenset({'limoncello', 'lemonade'})",frozenset({'cuisine:cajun_creole'}),ingredient_to_cuisine,cajun_creole,local:cajun_creole
"lemonade, olive oil",cuisine:cajun_creole,0.00139186295503212,1.0,20.0,4.321928094887363,2,1,"frozenset({'olive oil', 'lemonade'})",frozenset({'cuisine:cajun_creole'}),ingredient_to_cuisine,cajun_creole,local:cajun_creole
"milk, tortilla chips",cuisine:jamaican,0.00139186295503212,1.0,20.0,4.321928094887363,2,1,"frozenset({'tortilla chips', 'milk'})",frozenset({'cuisine:jamaican'}),ingredient_to_cuisine,jamaican,local:jamaican
"milk, wheat pasta",cuisine:southern_us,0.00139186295503212,1.0,20.0,4.321928094887363,2,1,"frozenset({'wheat pasta', 'milk'})",frozenset({'cuisine:southern_us'}),ingredient_to_cuisine,southern_us,local:southern_us
"pineapple, rum",cuisine:brazilian,0.00139186295503212,1.0,20.0,4.321928094887363,2,1,"frozenset({'rum', 'pineapple'})",frozenset({'cuisine:brazilian'}),ingredient_to_cuisine,brazilian,local:brazilian
"tvp, yeast",cuisine:moroccan,0.00139186295503212,1.0,20.0,4.321928094887363,2,1,"frozenset({'yeast', 'tvp'})",frozenset({'cuisine:moroccan'}),ingredient_to_cuisine,moroccan,local:moroccan
"almond milk, gravy, yeast",cuisine:moroccan,0.001284796573875803,1.0,20.0,4.321928094887363,3,1,"frozenset({'gravy', 'yeast', 'almond milk'})",frozenset({'cuisine:moroccan'}),ingredient_to_cuisine,moroccan,local:moroccan
