antecedent,consequent,support,confidence,lift,pmi,antecedent_size,consequent_size,antecedent_set,consequent_set,rule_type,cuisine_involved,support_scope
"chicken, cola, daikon",cuisine:russian,0.001177730192719486,0.44,8.799999999999999,3.1375035237499347,3,1,"frozenset({'chicken', 'daikon', 'cola'})",frozenset({'cuisine:russian'}),ingredient_to_cuisine,russian,local:russian
"coconut, corn, tomato",cuisine:greek,0.001177730192719486,0.44,8.799999999999999,3.1375035237499347,3,1,"frozenset({'corn', 'tomato', 'coconut'})",frozenset({'cuisine:greek'}),ingredient_to_cuisine,greek,local:greek
coleslaw,cuisine:french,0.001177730192719486,0.44,8.799999999999999,3.1375035237499347,1,1,frozenset({'coleslaw'}),frozenset({'cuisine:french'}),ingredient_to_cuisine,french,local:french
"collard, crabmeat",cuisine:russian,0.001177730192719486,0.44,8.799999999999999,3.1375035237499347,2,1,"frozenset({'crabmeat', 'collard'})",frozenset({'cuisine:russian'}),ingredient_to_cuisine,russian,local:russian
"corn, cornmeal, vermicelli",cuisine:moroccan,0.001177730192719486,0.44,8.799999999999999,3.1375035237499347,3,1,"frozenset({'vermicelli', 'corn', 'cornmeal'})",frozenset({'cuisine:moroccan'}),ingredient_to_cuisine,moroccan,local:moroccan
"corn, cranberry, grape",cuisine:indian,0.001177730192719486,0.44,8.799999999999999,3.1375035237499347,3,1,"frozenset({'corn', 'cranberry', 'grape'})",frozenset({'cuisine:indian'}),ingredient_to_cuisine,indian,local:indian
"corn, espresso, ice cream",cuisine:mexican,0.001177730192719486,0.44,8.799999999999999,3.1375035237499347,3,1,"frozenset({'ice cream', 'espresso', 'corn'})",frozenset({'cuisine:mexican'}),ingredient_to_cuisine,mexican,local:mexican
"corn, sausage, tikka paste",cuisine:cajun_creole,0.001177730192719486,0.44,8.799999999999999,3.1375035237499347,3,1,"frozenset({'tikka paste', 'corn', 'sausage'})",frozenset({'cuisine:cajun_creole'}),ingredient_to_cuisine,cajun_creole,local:cajun_creole
"cornmeal, cucumber, mushroom",cuisine:moroccan,0.001177730192719486,0.44,8.799999999999999,3.1375035237499347,3,1,"frozenset({'cucumber', 'mushroom', 'cornmeal'})",frozenset({'cuisine:moroccan'}),ingredient_to_cuisine,moroccan,local:moroccan
"cornmeal, oregano",cuisine:moroccan,0.001177730192719486,0.44,8.799999999999999,3.1375035237499347,2,1,"frozenset({'oregano', 'cornmeal'})",frozenset({'cuisine:moroccan'}),ingredient_to_cuisine,moroccan,local:moroccan
"cranberry, potato",cuisine:moroccan,0.001177730192719486,0.44,8.799999999999999,3.1375035237499347,2,1,"frozenset({'potato', 'cranberry'})",frozenset({'cuisine:moroccan'}),ingredient_to_cuisine,moroccan,local:moroccan
"cucumber, milk, rice",cuisine:moroccan,0.001177730192719486,0.44,8.799999999999999,3.1375035237499347,3,1,"frozenset({'cucumber', 'rice', 'milk'})",frozenset({'cuisine:moroccan'}),ingredient_to_cuisine,moroccan,local:moroccan
"cucumber, sausage, shrimp",cuisine:cajun_creole,0.001177730192719486,0.44,8.799999999999999,3.1375035237499347,3,1,"frozenset({'cucumber', 'shrimp', 'sausage'})",frozenset({'cuisine:cajun_creole'}),ingredient_to_cuisine,cajun_creole,local:cajun_creole
"eel, pasta, vermicelli",cuisine:korean,0.001177730192719486,0.44,8.799999999999999,3.1375035237499347,3,1,"frozenset({'vermicelli', 'pasta', 'eel'})",frozenset({'cuisine:korean'}),ingredient_to_cuisine,korean,local:korean
"flour, grape, pasta",cuisine:filipino,0.001177730192719486,0.44,8.799999999999999,3.1375035237499347,3,1,"frozenset({'flour', 'pasta', 'grape'})",frozenset({'cuisine:filipino'}),ingredient_to_cuisine,filipino,local:filipino
"goat, sausage",cuisine:cajun_creole,0.001177730192719486,0.44,8.799999999999999,3.1375035237499347,2,1,"frozenset({'goat', 'sausage'})",frozenset({'cuisine:cajun_creole'}),ingredient_to_cuisine,cajun_creole,local:cajun_creole
"liver, sugar, yeast",cuisine:french,0.001177730192719486,0.44,8.799999999999999,3.1375035237499347,3,1,"frozenset({'yeast', 'liver', 'sugar'})",frozenset({'cuisine:french'}),ingredient_to_cuisine,french,local:french
"mushroom, pork heart",cuisine:thai,0.001177730192719486,0.44,8.799999999999999,3.1375035237499347,2,1,"frozenset({'pork heart', 'mushroom'})",frozenset({'cuisine:thai'}),ingredient_to_cuisine,thai,local:thai
"pea, pork, sugar",cuisine:cajun_creole,0.001177730192719486,0.44,8.799999999999999,3.1375035237499347,3,1,"frozenset({'pea', 'pork', 'sugar'})",frozenset({'cuisine:cajun_creole'}),ingredient_to_cuisine,cajun_creole,local:cajun_creole
pernod,cuisine:southern_us,0.001177730192719486,0.44,8.799999999999999,3.1375035237499347,1,1,frozenset({'pernod'}),frozenset({'cuisine:southern_us'}),ingredient_to_cuisine,southern_us,local:southern_us
"pork heart, shell, sugar",cuisine:thai,0.001177730192719486,0.44,8.799999999999999,3.1375035237499347,3,1,"frozenset({'pork heart', 'sugar', 'shell'})",frozenset({'cuisine:thai'}),ingredient_to_cuisine,thai,local:thai
"tomato, vermicelli, yeast",cuisine:moroccan,0.001177730192719486,0.44,8.799999999999999,3.1375035237499347,3,1,"frozenset({'yeast', 'vermicelli', 'tomato'})",frozenset({'cuisine:moroccan'}),ingredient_to_cuisine,moroccan,local:moroccan
"vermicelli, whiskey",cuisine:vietnamese,0.001177730192719486,0.44,8.799999999999999,3.1375035237499347,2,1,"frozenset({'whiskey', 'vermicelli'})",frozenset({'cuisine:vietnamese'}),ingredient_to_cuisine,vietnamese,local:vietnamese
"bread, chicken, corn",cuisine:british,0.0019271948608137045,0.43902439024390244,8.780487804878048,3.134301091711591,3,1,"frozenset({'chicken', 'corn', 'bread'})",frozenset({'cuisine:british'}),ingredient_to_cuisine,british,local:british
"basil, cilantro, pasta",cuisine:chinese,0.0026766595289079227,0.43859649122807015,8.771929824561402,3.1328942704973453,3,1,"frozenset({'basil', 'pasta', 'cilantro'})",frozenset({'cuisine:chinese'}),ingredient_to_cuisine,chinese,local:chinese
"char, shrimp stock",cuisine:chinese,0.0026766595289079227,0.43859649122807015,8.771929824561402,3.1328942704973453,2,1,"frozenset({'char', 'shrimp stock'})",frozenset({'cuisine:chinese'}),ingredient_to_cuisine,chinese,local:chinese
"olive, vermicelli",cuisine:korean,0.0026766595289079227,0.43859649122807015,8.771929824561402,3.1328942704973453,2,1,"frozenset({'vermicelli', 'olive'})",frozenset({'cuisine:korean'}),ingredient_to_cuisine,korean,local:korean
"brown rice, cucumber",cuisine:jamaican,0.003426124197002141,0.4383561643835616,8.767123287671232,3.132103536007345,2,1,"frozenset({'cucumber', 'brown rice'})",frozenset({'cuisine:jamaican'}),ingredient_to_cuisine,jamaican,local:jamaican
"shrimp, truffle",cuisine:indian,0.003426124197002141,0.4383561643835616,8.767123287671232,3.132103536007345,2,1,"frozenset({'truffle', 'shrimp'})",frozenset({'cuisine:indian'}),ingredient_to_cuisine,indian,local:indian
haddock,cuisine:mexican,0.0067451820128479655,0.4375,8.75,3.1292830169449664,1,1,frozenset({'haddock'}),frozenset({'cuisine:mexican'}),ingredient_to_cuisine,mexican,local:mexican
"chicken stock, peach",cuisine:moroccan,0.0022483940042826553,0.4375,8.75,3.1292830169449664,2,1,"frozenset({'peach', 'chicken stock'})",frozenset({'cuisine:moroccan'}),ingredient_to_cuisine,moroccan,local:moroccan
"crabmeat, preserves, sugar",cuisine:irish,0.0022483940042826553,0.4375,8.75,3.1292830169449664,3,1,"frozenset({'crabmeat', 'sugar', 'preserves'})",frozenset({'cuisine:irish'}),ingredient_to_cuisine,irish,local:irish
"brown rice, tagliatelle",cuisine:jamaican,0.0014989293361884369,0.4375,8.75,3.1292830169449664,2,1,"frozenset({'brown rice', 'tagliatelle'})",frozenset({'cuisine:jamaican'}),ingredient_to_cuisine,jamaican,local:jamaican
"chicken, maple extract",cuisine:vietnamese,0.0014989293361884369,0.4375,8.75,3.1292830169449664,2,1,"frozenset({'chicken', 'maple extract'})",frozenset({'cuisine:vietnamese'}),ingredient_to_cuisine,vietnamese,local:vietnamese
"chicken, pepper, truffle",cuisine:chinese,0.0014989293361884369,0.4375,8.75,3.1292830169449664,3,1,"frozenset({'truffle', 'chicken', 'pepper'})",frozenset({'cuisine:chinese'}),ingredient_to_cuisine,chinese,local:chinese
"chicken, whole wheat pita",cuisine:mexican,0.0014989293361884369,0.4375,8.75,3.1292830169449664,2,1,"frozenset({'chicken', 'whole wheat pita'})",frozenset({'cuisine:mexican'}),ingredient_to_cuisine,mexican,local:mexican
"corn, mushroom, tagliatelle",cuisine:thai,0.0014989293361884369,0.4375,8.75,3.1292830169449664,3,1,"frozenset({'mushroom', 'corn', 'tagliatelle'})",frozenset({'cuisine:thai'}),ingredient_to_cuisine,thai,local:thai
"daikon, parsley",cuisine:indian,0.0014989293361884369,0.4375,8.75,3.1292830169449664,2,1,"frozenset({'parsley', 'daikon'})",frozenset({'cuisine:indian'}),ingredient_to_cuisine,indian,local:indian
"eggplant, grape",cuisine:moroccan,0.0014989293361884369,0.4375,8.75,3.1292830169449664,2,1,"frozenset({'eggplant', 'grape'})",frozenset({'cuisine:moroccan'}),ingredient_to_cuisine,moroccan,local:moroccan
"grape, jack cheese",cuisine:cajun_creole,0.0014989293361884369,0.4375,8.75,3.1292830169449664,2,1,"frozenset({'jack cheese', 'grape'})",frozenset({'cuisine:cajun_creole'}),ingredient_to_cuisine,cajun_creole,local:cajun_creole
"chocolate, corn, pepper",cuisine:filipino,0.004817987152034261,0.4368932038834951,8.737864077669903,3.1272806640338184,3,1,"frozenset({'chocolate', 'corn', 'pepper'})",frozenset({'cuisine:filipino'}),ingredient_to_cuisine,filipino,local:filipino
"bitter gourd, cucumber",cuisine:cajun_creole,0.0033190578158458243,0.43661971830985913,8.732394366197182,3.1263772857695553,2,1,"frozenset({'cucumber', 'bitter gourd'})",frozenset({'cuisine:cajun_creole'}),ingredient_to_cuisine,cajun_creole,local:cajun_creole
"beef, cucumber, garlic salt",cuisine:greek,0.0018201284796573877,0.4358974358974359,8.717948717948717,3.1239887172754535,3,1,"frozenset({'cucumber', 'beef', 'garlic salt'})",frozenset({'cuisine:greek'}),ingredient_to_cuisine,greek,local:greek
"butter, cracker",cuisine:indian,0.0018201284796573877,0.4358974358974359,8.717948717948717,3.1239887172754535,2,1,"frozenset({'cracker', 'butter'})",frozenset({'cuisine:indian'}),ingredient_to_cuisine,indian,local:indian
"butter, tomato",cuisine:indian,0.0018201284796573877,0.4358974358974359,8.717948717948717,3.1239887172754535,2,1,"frozenset({'tomato', 'butter'})",frozenset({'cuisine:indian'}),ingredient_to_cuisine,indian,local:indian
"cheese, lamb, sugar",cuisine:indian,0.0018201284796573877,0.4358974358974359,8.717948717948717,3.1239887172754535,3,1,"frozenset({'lamb', 'cheese', 'sugar'})",frozenset({'cuisine:indian'}),ingredient_to_cuisine,indian,local:indian
"chile, tagliatelle",cuisine:mexican,0.0018201284796573877,0.4358974358974359,8.717948717948717,3.1239887172754535,2,1,"frozenset({'chile', 'tagliatelle'})",frozenset({'cuisine:mexican'}),ingredient_to_cuisine,mexican,local:mexican
"cilantro, grape, truffle",cuisine:chinese,0.0018201284796573877,0.4358974358974359,8.717948717948717,3.1239887172754535,3,1,"frozenset({'truffle', 'cilantro', 'grape'})",frozenset({'cuisine:chinese'}),ingredient_to_cuisine,chinese,local:chinese
"cured meat, milk",cuisine:moroccan,0.0018201284796573877,0.4358974358974359,8.717948717948717,3.1239887172754535,2,1,"frozenset({'cured meat', 'milk'})",frozenset({'cuisine:moroccan'}),ingredient_to_cuisine,moroccan,local:moroccan
"eggplant, sugar, yeast",cuisine:spanish,0.0018201284796573877,0.4358974358974359,8.717948717948717,3.1239887172754535,3,1,"frozenset({'yeast', 'eggplant', 'sugar'})",frozenset({'cuisine:spanish'}),ingredient_to_cuisine,spanish,local:spanish
"green bean, pasta",cuisine:chinese,0.0018201284796573877,0.4358974358974359,8.717948717948717,3.1239887172754535,2,1,"frozenset({'green bean', 'pasta'})",frozenset({'cuisine:chinese'}),ingredient_to_cuisine,chinese,local:chinese
"pie crust, sugar, yeast",cuisine:mexican,0.0018201284796573877,0.4358974358974359,8.717948717948717,3.1239887172754535,3,1,"frozenset({'yeast', 'pie crust', 'sugar'})",frozenset({'cuisine:mexican'}),ingredient_to_cuisine,mexican,local:mexican
"cilantro, pasta, vermicelli",cuisine:korean,0.002890792291220557,0.43548387096774194,8.709677419354838,3.122619286663956,3,1,"frozenset({'vermicelli', 'pasta', 'cilantro'})",frozenset({'cuisine:korean'}),ingredient_to_cuisine,korean,local:korean
sauce mix,cuisine:vietnamese,0.007173447537473234,0.43506493506493504,8.7012987012987,3.1212307446502336,1,1,frozenset({'sauce mix'}),frozenset({'cuisine:vietnamese'}),ingredient_to_cuisine,vietnamese,local:vietnamese
"coconut, shrimp",cuisine:greek,0.0032119914346895075,0.43478260869565216,8.695652173913043,3.1202942337177113,2,1,"frozenset({'shrimp', 'coconut'})",frozenset({'cuisine:greek'}),ingredient_to_cuisine,greek,local:greek
"corn, tostada",cuisine:korean,0.0021413276231263384,0.43478260869565216,8.695652173913043,3.120294233717712,2,1,"frozenset({'tostada', 'corn'})",frozenset({'cuisine:korean'}),ingredient_to_cuisine,korean,local:korean
"cornmeal, cranberry",cuisine:moroccan,0.0021413276231263384,0.43478260869565216,8.695652173913043,3.120294233717712,2,1,"frozenset({'cranberry', 'cornmeal'})",frozenset({'cuisine:moroccan'}),ingredient_to_cuisine,moroccan,local:moroccan
"crabmeat, sugar, taco seasoning",cuisine:russian,0.0021413276231263384,0.43478260869565216,8.695652173913043,3.120294233717712,3,1,"frozenset({'taco seasoning', 'crabmeat', 'sugar'})",frozenset({'cuisine:russian'}),ingredient_to_cuisine,russian,local:russian
"acai, chicken, corn",cuisine:thai,0.0010706638115631692,0.43478260869565216,8.695652173913043,3.120294233717712,3,1,"frozenset({'acai', 'chicken', 'corn'})",frozenset({'cuisine:thai'}),ingredient_to_cuisine,thai,local:thai
"apple, cracker",cuisine:cajun_creole,0.0010706638115631692,0.43478260869565216,8.695652173913043,3.120294233717712,2,1,"frozenset({'apple', 'cracker'})",frozenset({'cuisine:cajun_creole'}),ingredient_to_cuisine,cajun_creole,local:cajun_creole
"bacon, cornflake",cuisine:thai,0.0010706638115631692,0.43478260869565216,8.695652173913043,3.120294233717712,2,1,"frozenset({'bacon', 'cornflake'})",frozenset({'cuisine:thai'}),ingredient_to_cuisine,thai,local:thai
"beef stock, cereal, pasta",cuisine:chinese,0.0010706638115631692,0.43478260869565216,8.695652173913043,3.120294233717712,3,1,"frozenset({'cereal', 'pasta', 'beef stock'})",frozenset({'cuisine:chinese'}),ingredient_to_cuisine,chinese,local:chinese
"beef, cornflake, tagliatelle",cuisine:thai,0.0010706638115631692,0.43478260869565216,8.695652173913043,3.120294233717712,3,1,"frozenset({'beef', 'cornflake', 'tagliatelle'})",frozenset({'cuisine:thai'}),ingredient_to_cuisine,thai,local:thai
"beef, harissa, tagliatelle",cuisine:greek,0.0010706638115631692,0.43478260869565216,8.695652173913043,3.120294233717712,3,1,"frozenset({'harissa', 'beef', 'tagliatelle'})",frozenset({'cuisine:greek'}),ingredient_to_cuisine,greek,local:greek
"bread, ginger, sugar",cuisine:cajun_creole,0.0010706638115631692,0.43478260869565216,8.695652173913043,3.120294233717712,3,1,"frozenset({'sugar', 'ginger', 'bread'})",frozenset({'cuisine:cajun_creole'}),ingredient_to_cuisine,cajun_creole,local:cajun_creole
"buckwheat honey, mizuna",cuisine:italian,0.0010706638115631692,0.43478260869565216,8.695652173913043,3.120294233717712,2,1,"frozenset({'mizuna', 'buckwheat honey'})",frozenset({'cuisine:italian'}),ingredient_to_cuisine,italian,local:italian
"buckwheat noodles, chicken, sugar",cuisine:vietnamese,0.0010706638115631692,0.43478260869565216,8.695652173913043,3.120294233717712,3,1,"frozenset({'chicken', 'buckwheat noodles', 'sugar'})",frozenset({'cuisine:vietnamese'}),ingredient_to_cuisine,vietnamese,local:vietnamese
"bun, cream cheese",cuisine:moroccan,0.0010706638115631692,0.43478260869565216,8.695652173913043,3.120294233717712,2,1,"frozenset({'bun', 'cream cheese'})",frozenset({'cuisine:moroccan'}),ingredient_to_cuisine,moroccan,local:moroccan
"cereal, fish paste",cuisine:cajun_creole,0.0010706638115631692,0.43478260869565216,8.695652173913043,3.120294233717712,2,1,"frozenset({'fish paste', 'cereal'})",frozenset({'cuisine:cajun_creole'}),ingredient_to_cuisine,cajun_creole,local:cajun_creole
"cheese, sea bream",cuisine:moroccan,0.0010706638115631692,0.43478260869565216,8.695652173913043,3.120294233717712,2,1,"frozenset({'sea bream', 'cheese'})",frozenset({'cuisine:moroccan'}),ingredient_to_cuisine,moroccan,local:moroccan
"chicken stock, shell",cuisine:indian,0.0010706638115631692,0.43478260869565216,8.695652173913043,3.120294233717712,2,1,"frozenset({'chicken stock', 'shell'})",frozenset({'cuisine:indian'}),ingredient_to_cuisine,indian,local:indian
"chicken, flour, grape",cuisine:chinese,0.0010706638115631692,0.43478260869565216,8.695652173913043,3.120294233717712,3,1,"frozenset({'flour', 'chicken', 'grape'})",frozenset({'cuisine:chinese'}),ingredient_to_cuisine,chinese,local:chinese
"chicken, kampyo, vermicelli",cuisine:korean,0.0010706638115631692,0.43478260869565216,8.695652173913043,3.120294233717712,3,1,"frozenset({'chicken', 'vermicelli', 'kampyo'})",frozenset({'cuisine:korean'}),ingredient_to_cuisine,korean,local:korean
"chicken, pasta, pork heart",cuisine:korean,0.0010706638115631692,0.43478260869565216,8.695652173913043,3.120294233717712,3,1,"frozenset({'pork heart', 'chicken', 'pasta'})",frozenset({'cuisine:korean'}),ingredient_to_cuisine,korean,local:korean
"chocolate, cucumber, milk",cuisine:moroccan,0.0010706638115631692,0.43478260869565216,8.695652173913043,3.120294233717712,3,1,"frozenset({'cucumber', 'chocolate', 'milk'})",frozenset({'cuisine:moroccan'}),ingredient_to_cuisine,moroccan,local:moroccan
"chocolate, pepper, truffle",cuisine:filipino,0.0010706638115631692,0.43478260869565216,8.695652173913043,3.120294233717712,3,1,"frozenset({'truffle', 'chocolate', 'pepper'})",frozenset({'cuisine:filipino'}),ingredient_to_cuisine,filipino,local:filipino
"chocolate, picante sauce",cuisine:cajun_creole,0.0010706638115631692,0.43478260869565216,8.695652173913043,3.120294233717712,2,1,"frozenset({'chocolate', 'picante sauce'})",frozenset({'cuisine:cajun_creole'}),ingredient_to_cuisine,cajun_creole,local:cajun_creole
"cilantro, espresso, grape",cuisine:jamaican,0.0010706638115631692,0.43478260869565216,8.695652173913043,3.120294233717712,3,1,"frozenset({'espresso', 'cilantro', 'grape'})",frozenset({'cuisine:jamaican'}),ingredient_to_cuisine,jamaican,local:jamaican
"cola, ginger",cuisine:british,0.0010706638115631692,0.43478260869565216,8.695652173913043,3.120294233717712,2,1,"frozenset({'ginger', 'cola'})",frozenset({'cuisine:british'}),ingredient_to_cuisine,british,local:british
"collard, crouton, sugar",cuisine:russian,0.0010706638115631692,0.43478260869565216,8.695652173913043,3.120294233717712,3,1,"frozenset({'collard', 'sugar', 'crouton'})",frozenset({'cuisine:russian'}),ingredient_to_cuisine,russian,local:russian
"corn, farro, tomato",cuisine:thai,0.0010706638115631692,0.43478260869565216,8.695652173913043,3.120294233717712,3,1,"frozenset({'corn', 'tomato', 'farro'})",frozenset({'cuisine:thai'}),ingredient_to_cuisine,thai,local:thai
"corn, whiskey, yeast",cuisine:italian,0.0010706638115631692,0.43478260869565216,8.695652173913043,3.120294233717712,3,1,"frozenset({'whiskey', 'corn', 'yeast'})",frozenset({'cuisine:italian'}),ingredient_to_cuisine,italian,local:italian
"crabmeat, parsley",cuisine:indian,0.0010706638115631692,0.43478260869565216,8.695652173913043,3.120294233717712,2,1,"frozenset({'crabmeat', 'parsley'})",frozenset({'cuisine:indian'}),ingredient_to_cuisine,indian,local:indian
"crabmeat, sugar, sunchoke",cuisine:southern_us,0.0010706638115631692,0.43478260869565216,8.695652173913043,3.120294233717712,3,1,"frozenset({'sunchoke', 'sugar', 'crabmeat'})",frozenset({'cuisine:southern_us'}),ingredient_to_cuisine,southern_us,local:southern_us
"cream cheese, cucumber, vermicelli",cuisine:moroccan,0.0010706638115631692,0.43478260869565216,8.695652173913043,3.120294233717712,3,1,"frozenset({'cucumber', 'cream cheese', 'vermicelli'})",frozenset({'cuisine:moroccan'}),ingredient_to_cuisine,moroccan,local:moroccan
"espresso, pasta, pork heart",cuisine:jamaican,0.0010706638115631692,0.43478260869565216,8.695652173913043,3.120294233717712,3,1,"frozenset({'pork heart', 'pasta', 'espresso'})",frozenset({'cuisine:jamaican'}),ingredient_to_cuisine,jamaican,local:jamaican
"grape, sausage, tikka paste",cuisine:cajun_creole,0.0010706638115631692,0.43478260869565216,8.695652173913043,3.120294233717712,3,1,"frozenset({'grape', 'tikka paste', 'sausage'})",frozenset({'cuisine:cajun_creole'}),ingredient_to_cuisine,cajun_creole,local:cajun_creole
"lemon juice, thyme",cuisine:irish,0.0010706638115631692,0.43478260869565216,8.695652173913043,3.120294233717712,2,1,"frozenset({'thyme', 'lemon juice'})",frozenset({'cuisine:irish'}),ingredient_to_cuisine,irish,local:irish
"melon, sugar, vermicelli",cuisine:korean,0.0010706638115631692,0.43478260869565216,8.695652173913043,3.120294233717712,3,1,"frozenset({'vermicelli', 'melon', 'sugar'})",frozenset({'cuisine:korean'}),ingredient_to_cuisine,korean,local:korean
"milk, salmon",cuisine:greek,0.0010706638115631692,0.43478260869565216,8.695652173913043,3.120294233717712,2,1,"frozenset({'salmon', 'milk'})",frozenset({'cuisine:greek'}),ingredient_to_cuisine,greek,local:greek
"onion, salt",cuisine:spanish,0.0010706638115631692,0.43478260869565216,8.695652173913043,3.120294233717712,2,1,"frozenset({'salt', 'onion'})",frozenset({'cuisine:spanish'}),ingredient_to_cuisine,spanish,local:spanish
"peach, sugar, vermicelli",cuisine:moroccan,0.0010706638115631692,0.43478260869565216,8.695652173913043,3.120294233717712,3,1,"frozenset({'vermicelli', 'peach', 'sugar'})",frozenset({'cuisine:moroccan'}),ingredient_to_cuisine,moroccan,local:moroccan
"pork heart, sugar, tart shell",cuisine:jamaican,0.0010706638115631692,0.43478260869565216,8.695652173913043,3.120294233717712,3,1,"frozenset({'tart shell', 'pork heart', 'sugar'})",frozenset({'cuisine:jamaican'}),ingredient_to_cuisine,jamaican,local:jamaican
"pork, semolina",cuisine:indian,0.0010706638115631692,0.43478260869565216,8.695652173913043,3.120294233717712,2,1,"frozenset({'semolina', 'pork'})",frozenset({'cuisine:indian'}),ingredient_to_cuisine,indian,local:indian
"rice, vanilla",cuisine:chinese,0.0010706638115631692,0.43478260869565216,8.695652173913043,3.120294233717712,2,1,"frozenset({'vanilla', 'rice'})",frozenset({'cuisine:chinese'}),ingredient_to_cuisine,chinese,local:chinese
"shrimp stock, soy sauce, sugar",cuisine:italian,0.0010706638115631692,0.43478260869565216,8.695652173913043,3.120294233717712,3,1,"frozenset({'sugar', 'soy sauce', 'shrimp stock'})",frozenset({'cuisine:italian'}),ingredient_to_cuisine,italian,local:italian
"pepper, sugar, yeast",cuisine:greek,0.002462526766595289,0.4339622641509434,8.679245283018867,3.117569596381176,3,1,"frozenset({'yeast', 'sugar', 'pepper'})",frozenset({'cuisine:greek'}),ingredient_to_cuisine,greek,local:greek
"corn, cornflake, rice",cuisine:thai,0.003854389721627409,0.43373493975903615,8.674698795180722,3.11681366498275,3,1,"frozenset({'corn', 'rice', 'cornflake'})",frozenset({'cuisine:thai'}),ingredient_to_cuisine,thai,local:thai
"char, grape",cuisine:chinese,0.00835117773019272,0.43333333333333335,8.666666666666666,3.115477217419936,2,1,"frozenset({'char', 'grape'})",frozenset({'cuisine:chinese'}),ingredient_to_cuisine,chinese,local:chinese
"pepper, yeast",cuisine:greek,0.00417558886509636,0.43333333333333335,8.666666666666666,3.115477217419936,2,1,"frozenset({'yeast', 'pepper'})",frozenset({'cuisine:greek'}),ingredient_to_cuisine,greek,local:greek
"butter, espresso",cuisine:indian,0.00278372591006424,0.43333333333333335,8.666666666666666,3.1154772174199357,2,1,"frozenset({'espresso', 'butter'})",frozenset({'cuisine:indian'}),ingredient_to_cuisine,indian,local:indian
"cereal, seasoning",cuisine:jamaican,0.00278372591006424,0.43333333333333335,8.666666666666666,3.1154772174199357,2,1,"frozenset({'seasoning', 'cereal'})",frozenset({'cuisine:jamaican'}),ingredient_to_cuisine,jamaican,local:jamaican
"cornmeal, potato",cuisine:moroccan,0.00278372591006424,0.43333333333333335,8.666666666666666,3.1154772174199357,2,1,"frozenset({'potato', 'cornmeal'})",frozenset({'cuisine:moroccan'}),ingredient_to_cuisine,moroccan,local:moroccan
"beef broth, cheese",cuisine:indian,0.00139186295503212,0.43333333333333335,8.666666666666666,3.1154772174199357,2,1,"frozenset({'cheese', 'beef broth'})",frozenset({'cuisine:indian'}),ingredient_to_cuisine,indian,local:indian
"bitter gourd, chocolate, yeast",cuisine:cajun_creole,0.00139186295503212,0.43333333333333335,8.666666666666666,3.1154772174199357,3,1,"frozenset({'chocolate', 'yeast', 'bitter gourd'})",frozenset({'cuisine:cajun_creole'}),ingredient_to_cuisine,cajun_creole,local:cajun_creole
"brown rice, chocolate",cuisine:jamaican,0.00139186295503212,0.43333333333333335,8.666666666666666,3.1154772174199357,2,1,"frozenset({'chocolate', 'brown rice'})",frozenset({'cuisine:jamaican'}),ingredient_to_cuisine,jamaican,local:jamaican
"chicken, corn, turkey",cuisine:vietnamese,0.00139186295503212,0.43333333333333335,8.666666666666666,3.1154772174199357,3,1,"frozenset({'turkey', 'chicken', 'corn'})",frozenset({'cuisine:vietnamese'}),ingredient_to_cuisine,vietnamese,local:vietnamese
"cornmeal, espresso, yeast",cuisine:moroccan,0.00139186295503212,0.43333333333333335,8.666666666666666,3.1154772174199357,3,1,"frozenset({'yeast', 'espresso', 'cornmeal'})",frozenset({'cuisine:moroccan'}),ingredient_to_cuisine,moroccan,local:moroccan
"cranberry, pepper, sugar",cuisine:indian,0.00139186295503212,0.43333333333333335,8.666666666666666,3.1154772174199357,3,1,"frozenset({'pepper', 'cranberry', 'sugar'})",frozenset({'cuisine:indian'}),ingredient_to_cuisine,indian,local:indian
"cucumber, ginger, pasta",cuisine:jamaican,0.00139186295503212,0.43333333333333335,8.666666666666666,3.1154772174199357,3,1,"frozenset({'cucumber', 'pasta', 'ginger'})",frozenset({'cuisine:jamaican'}),ingredient_to_cuisine,jamaican,local:jamaican
"cucumber, sour cream, sugar",cuisine:cajun_creole,0.00139186295503212,0.43333333333333335,8.666666666666666,3.1154772174199357,3,1,"frozenset({'cucumber', 'sour cream', 'sugar'})",frozenset({'cuisine:cajun_creole'}),ingredient_to_cuisine,cajun_creole,local:cajun_creole
"daikon, ginger, grape",cuisine:jamaican,0.00139186295503212,0.43333333333333335,8.666666666666666,3.1154772174199357,3,1,"frozenset({'daikon', 'ginger', 'grape'})",frozenset({'cuisine:jamaican'}),ingredient_to_cuisine,jamaican,local:jamaican
"kampyo, truffle",cuisine:vietnamese,0.00139186295503212,0.43333333333333335,8.666666666666666,3.1154772174199357,2,1,"frozenset({'truffle', 'kampyo'})",frozenset({'cuisine:vietnamese'}),ingredient_to_cuisine,vietnamese,local:vietnamese
"milk, pasta, yeast",cuisine:moroccan,0.00139186295503212,0.43333333333333335,8.666666666666666,3.1154772174199357,3,1,"frozenset({'yeast', 'pasta', 'milk'})",frozenset({'cuisine:moroccan'}),ingredient_to_cuisine,moroccan,local:moroccan
